fpr,tpr,threshold
0.0,0.0,inf
0.0,0.013513513513513514,0.99984944
0.0,0.22972972972972974,0.99973613
0.0,0.25675675675675674,0.9997216
0.0,0.28378378378378377,0.9997168
2.347142354183781e-05,0.28378378378378377,0.9997081
2.347142354183781e-05,0.40540540540540543,0.9996511
2.347142354183781e-05,0.43243243243243246,0.9996501
2.347142354183781e-05,0.47297297297297297,0.9996183
2.347142354183781e-05,0.5,0.99960476
2.347142354183781e-05,0.5135135135135135,0.99960417
2.347142354183781e-05,0.5405405405405406,0.99959904
2.347142354183781e-05,0.7702702702702703,0.99459755
0.00011735711770918906,0.7702702702702703,0.9878429
0.00011735711770918906,0.7837837837837838,0.9866666
0.00025818565896021595,0.7837837837837838,0.9036673
0.00025818565896021595,0.7972972972972973,0.9017031
0.00028165708250205374,0.7972972972972973,0.8989765
0.00028165708250205374,0.8108108108108109,0.8877765
0.0004928998943785941,0.8108108108108109,0.83153355
0.0004928998943785941,0.8243243243243243,0.8265327
0.0011500997535500528,0.8243243243243243,0.6827182
0.0011970426006337285,0.8243243243243243,0.6644864
0.002135899542307241,0.8243243243243243,0.5402073
0.002135899542307241,0.8378378378378378,0.53978187
0.007581269804013613,0.8378378378378378,0.21436676
0.0076282126510972895,0.8378378378378378,0.21339212
0.009200798028400422,0.8378378378378378,0.17295761
0.009200798028400422,0.8513513513513513,0.17258258
0.009740640769862693,0.8513513513513513,0.16554694
0.009787583616946368,0.8513513513513513,0.16483063
0.013988968430935337,0.8513513513513513,0.10932277
0.014035911278019012,0.8513513513513513,0.109183855
0.015491139537612957,0.8513513513513513,0.09632498
0.015538082384696632,0.8513513513513513,0.09626535
0.015631968078863984,0.8513513513513513,0.095741324
0.01567891092594766,0.8513513513513513,0.095333345
0.017345381997418145,0.8513513513513513,0.083657704
0.017345381997418145,0.8648648648648649,0.0835526
0.02124163830536322,0.8648648648648649,0.06571888
0.021288581152446896,0.8648648648648649,0.065657295
0.023706137777256192,0.8648648648648649,0.058652904
0.023706137777256192,0.8783783783783784,0.058647826
0.024480694754136837,0.8783783783783784,0.05648485
0.024527637601220512,0.8783783783783784,0.05644532
0.029128036615420724,0.8783783783783784,0.046633672
0.0291749794625044,0.8783783783783784,0.04662461
0.031099636192935102,0.8783783783783784,0.043232765
0.031099636192935102,0.8918918918918919,0.04316472
0.03450299260650158,0.8918918918918919,0.038899902
0.034549935453585257,0.8918918918918919,0.03889099
0.034643821147752614,0.8918918918918919,0.038751762
0.03469076399483629,0.8918918918918919,0.038741525
0.03976059147987326,0.8918918918918919,0.033354778
0.03980753432695693,0.8918918918918919,0.033326216
0.040089191409458984,0.8918918918918919,0.0329893
0.04013613425654266,0.8918918918918919,0.032940075
0.041591362516136605,0.8918918918918919,0.03154051
0.04163830536322028,0.8918918918918919,0.031483106
0.046473418612838865,0.8918918918918919,0.027875232
0.04652036145992255,0.8918918918918919,0.027873473
0.047999061143058325,0.8918918918918919,0.026827028
0.048046003990142,0.8918918918918919,0.026819112
0.05250557446309119,0.8918918918918919,0.024043499
0.052552517310174865,0.8918918918918919,0.024040157
0.054852716817274966,0.8918918918918919,0.02299612
0.054852716817274966,0.9054054054054054,0.02298902
0.05621405938270156,0.9054054054054054,0.022374162
0.05626100222978524,0.9054054054054054,0.022361826
0.05738763055979345,0.9054054054054054,0.02190344
0.057434573406877125,0.9054054054054054,0.021902846
0.059147987325431285,0.9054054054054054,0.02112352
0.05919493017251496,0.9054054054054054,0.021120967
0.0646168290106795,0.9054054054054054,0.019042578
0.06466377185776317,0.9054054054054054,0.019033441
0.06534444314047647,0.9054054054054054,0.018803464
0.06539138598756014,0.9054054054054054,0.01879401
0.0667292571294449,0.9054054054054054,0.018321909
0.06677619997652857,0.9054054054054054,0.018320905
0.06881821382466846,0.9054054054054054,0.017539926
0.06886515667175214,0.9054054054054054,0.017537272
0.06935805656613074,0.9054054054054054,0.017420704
0.06940499941321442,0.9054054054054054,0.017404467
0.0745452411688769,0.9054054054054054,0.015717652
0.07459218401596057,0.9054054054054054,0.015707962
0.08116418260767516,0.9054054054054054,0.014187744
0.08121112545475884,0.9054054054054054,0.014180596
0.08165708250205375,0.9054054054054054,0.01407476
0.08170402534913743,0.9054054054054054,0.014060526
0.0823142823612252,0.9054054054054054,0.013973681
0.08236122520830888,0.9054054054054054,0.01396689
0.08419199624457223,0.9054054054054054,0.013560842
0.0842389390916559,0.9054054054054054,0.013560318
0.08585846731604271,0.9054054054054054,0.013229045
0.08590541016312639,0.9054054054054054,0.013227271
0.08592888158666823,0.9054054054054054,0.013225466
0.0859758244337519,0.9054054054054054,0.013223868
0.08609318155146109,0.9054054054054054,0.013201827
0.08614012439854477,0.9054054054054054,0.013196505
0.08851073817627039,0.9054054054054054,0.012708228
0.08855768102335407,0.9054054054054054,0.012693668
0.09071705198920314,0.9054054054054054,0.0122385025
0.09078746625982866,0.9054054054054054,0.012234439
0.0911864804600399,0.9054054054054054,0.012128759
0.09123342330712357,0.9054054054054054,0.012123419
0.09423776552047881,0.9054054054054054,0.011612008
0.09428470836756249,0.9054054054054054,0.011611653
0.0955286938152799,0.9054054054054054,0.01142369
0.09557563666236357,0.9054054054054054,0.011417343
0.10125572115948832,0.9054054054054054,0.010696528
0.101302664006572,0.9054054054054054,0.010694843
0.1035324492430466,0.9054054054054054,0.010390476
0.10357939209013027,0.9054054054054054,0.01038707
0.10364980636075578,0.9054054054054054,0.010381478
0.10374369205492313,0.9054054054054054,0.010379117
0.10505809177326605,0.9054054054054054,0.010181563
0.10510503462034973,0.9054054054054054,0.010175141
0.10820326252787231,0.9054054054054054,0.009779668
0.10825020537495599,0.9054054054054054,0.009776543
0.10932989085788053,0.9054054054054054,0.009679509
0.10940030512850604,0.9054054054054054,0.009677123
0.11313226147165825,0.9054054054054054,0.009266591
0.11320267574228376,0.9054054054054054,0.009261662
0.11348433282478583,0.9054054054054054,0.0092275785
0.1135312756718695,0.9054054054054054,0.009219639
0.11585494660251144,0.9054054054054054,0.008981616
0.11590188944959512,0.9054054054054054,0.008980403
0.1165121464616829,0.9054054054054054,0.008899827
0.11655908930876657,0.9054054054054054,0.008899524
0.11965731721628917,0.9054054054054054,0.008582024
0.11970426006337284,0.9054054054054054,0.008578884
0.12010327426358408,0.9054054054054054,0.008555527
0.12015021711066776,0.9054054054054054,0.008554807
0.12242694519422603,0.9054054054054054,0.008317572
0.12252083088839338,0.9054054054054054,0.008315582
0.12266165942964441,0.9054054054054054,0.008304512
0.12275554512381176,0.9054054054054054,0.008298389
0.12303720220631381,0.9054054054054054,0.008265783
0.12308414505339749,0.9054054054054054,0.008265178
0.12536087313695576,0.9054054054054054,0.008069637
0.12540781598403944,0.9054054054054054,0.008069526
0.12571294449008333,0.9054054054054054,0.008046692
0.125759887337167,0.9054054054054054,0.008044488
0.12878770097406408,0.9054054054054054,0.007792863
0.12883464382114776,0.9054054054054054,0.007790423
0.13113484332824785,0.9054054054054054,0.007579931
0.13118178617533152,0.9054054054054054,0.0075790808
0.13205022884637954,0.9054054054054054,0.007511061
0.13209717169346322,0.9054054054054054,0.00751078
0.1323318859288816,0.9054054054054054,0.007495646
0.13237882877596527,0.9054054054054054,0.007495387
0.13324727144701326,0.9054054054054054,0.0074396287
0.13329421429409694,0.9054054054054054,0.0074391775
0.13505457105973478,0.9054054054054054,0.007303124
0.13510151390681846,0.9054054054054054,0.0072990106
0.1356178852247389,0.9054054054054054,0.0072503667
0.13566482807182256,0.9054054054054054,0.0072462047
0.13996009857997888,0.9054054054054054,0.006931991
0.13996009857997888,0.918918918918919,0.006931784
0.14179086961624224,0.918918918918919,0.006805346
0.1418378124633259,0.918918918918919,0.00680232
0.1461096115479404,0.918918918918919,0.006485857
0.14615655439502406,0.918918918918919,0.0064857216
0.14709541133669757,0.918918918918919,0.006416626
0.14718929703086492,0.918918918918919,0.0064156256
0.14737706841919962,0.918918918918919,0.00640634
0.1474240112662833,0.918918918918919,0.006404583
0.1507804248327661,0.918918918918919,0.0061548934
0.15085083910339162,0.918918918918919,0.0061544473
0.1541368383992489,0.918918918918919,0.0059619364
0.15418378124633259,0.918918918918919,0.005961447
0.15430113836404177,0.918918918918919,0.005953569
0.15434808121112545,0.918918918918919,0.005953154
0.15547470954113368,0.918918918918919,0.005902946
0.15552165238821736,0.918918918918919,0.005902742
0.15789226616594296,0.918918918918919,0.005777939
0.15793920901302663,0.918918918918919,0.005773958
0.1598403943199155,0.918918918918919,0.0056814575
0.15988733716699918,0.918918918918919,0.00568107
0.16113132261471658,0.918918918918919,0.005609342
0.16117826546180025,0.918918918918919,0.005606914
0.162375308062434,0.918918918918919,0.0055377167
0.16242225090951767,0.918918918918919,0.0055364063
0.16378359347494426,0.918918918918919,0.005485683
0.16383053632202793,0.918918918918919,0.0054853554
0.16390095059265344,0.918918918918919,0.0054819123
0.16394789343973712,0.918918918918919,0.0054815435
0.16467550756953409,0.918918918918919,0.005446869
0.16472245041661776,0.918918918918919,0.0054460247
0.1649336932284943,0.918918918918919,0.005433317
0.16498063607557797,0.918918918918919,0.0054323175
0.16627156437037907,0.918918918918919,0.0053606867
0.16631850721746275,0.918918918918919,0.0053595556
0.16779720690059852,0.918918918918919,0.005295137
0.1678441497476822,0.918918918918919,0.0052948133
0.1680319211360169,0.918918918918919,0.005288732
0.16812580683018424,0.918918918918919,0.005287455
0.17009740640769863,0.918918918918919,0.005191685
0.1701443492547823,0.918918918918919,0.0051908577
0.17171693463208543,0.918918918918919,0.0051023494
0.1717638774791691,0.918918918918919,0.0051022554
0.17328952000938858,0.918918918918919,0.0050156764
0.17333646285647225,0.918918918918919,0.005013863
0.17366506278605798,0.918918918918919,0.00499842
0.17371200563314165,0.918918918918919,0.004997865
0.17389977702147635,0.918918918918919,0.0049835937
0.17394671986856003,0.918918918918919,0.0049834447
0.17666940499941322,0.918918918918919,0.004887381
0.1767163478464969,0.918918918918919,0.0048862635
0.17683370496420608,0.918918918918919,0.004881668
0.17688064781128976,0.918918918918919,0.004881235
0.17936861870672458,0.918918918918919,0.004781612
0.17941556155380825,0.918918918918919,0.0047793463
0.1804483041896491,0.918918918918919,0.004721638
0.18049524703673278,0.918918918918919,0.004721595
0.1811289754723624,0.918918918918919,0.0046929703
0.1811289754723624,0.9324324324324325,0.0046927673
0.18209130383757774,0.9324324324324325,0.0046565332
0.18213824668466141,0.9324324324324325,0.0046560424
0.183358760708837,0.9324324324324325,0.004597417
0.18340570355592067,0.9324324324324325,0.0045969873
0.184227203379885,0.9324324324324325,0.0045551537
0.18427414622696867,0.9324324324324325,0.004554194
0.18474357469780542,0.9324324324324325,0.0045373333
0.18474357469780542,0.9459459459459459,0.004537023
0.18856941673512498,0.9459459459459459,0.0043820892
0.18861635958220865,0.9459459459459459,0.004381411
0.18878065954700152,0.9459459459459459,0.004374795
0.1888276023940852,0.9459459459459459,0.0043746373
0.18986034502992608,0.9459459459459459,0.0043424913
0.18990728787700975,0.9459459459459459,0.004342347
0.1919962445722333,0.9459459459459459,0.0042596157
0.19204318741931697,0.9459459459459459,0.004259561
0.194789343973712,0.9459459459459459,0.0041728374
0.19483628682079568,0.9459459459459459,0.0041725794
0.19697218636310293,0.9459459459459459,0.004105669
0.19706607205727028,0.9459459459459459,0.0041049807
0.19708954348081212,0.9459459459459459,0.0041049416
0.1971364863278958,0.9459459459459459,0.0041045793
0.1985213003168642,0.9459459459459459,0.0040606274
0.1985682431639479,0.9459459459459459,0.0040601976
0.1986386574345734,0.9459459459459459,0.004058609
0.19868560028165708,0.9459459459459459,0.0040573482
0.20053984274146228,0.9459459459459459,0.0039978507
0.20058678558854595,0.9459459459459459,0.0039973496
0.20246449947189296,0.9459459459459459,0.0039349454
0.20251144231897664,0.9459459459459459,0.003934833
0.2046473418612839,0.9459459459459459,0.0038809967
0.20469428470836756,0.9459459459459459,0.0038808968
0.20610257012087782,0.9459459459459459,0.0038415308
0.2061495129679615,0.9459459459459459,0.0038413173
0.20643117005046355,0.9459459459459459,0.0038301924
0.20647811289754722,0.9459459459459459,0.0038294082
0.20948245511090247,0.9459459459459459,0.0037429107
0.20952939795798614,0.9459459459459459,0.0037428131
0.21194695458279544,0.9459459459459459,0.003680647
0.21199389742987912,0.9459459459459459,0.0036797884
0.21391855416030983,0.9459459459459459,0.003632423
0.2139654970073935,0.9459459459459459,0.0036313047
0.21504518249031804,0.9459459459459459,0.0036019767
0.2150921253374017,0.9459459459459459,0.0036011008
0.216641239291163,0.9459459459459459,0.0035681396
0.21668818213824667,0.9459459459459459,0.0035680246
0.22039666705785707,0.9459459459459459,0.0034748225
0.22044360990494075,0.9459459459459459,0.0034740153
0.22201619528224387,0.9459459459459459,0.0034443242
0.22206313812932754,0.9459459459459459,0.0034435012
0.2233540664241286,0.9459459459459459,0.0034093796
0.22342448069475412,0.9459459459459459,0.0034083542
0.22405820913038377,0.9459459459459459,0.0033942629
0.22410515197746744,0.9459459459459459,0.0033940242
0.22452763760122052,0.9459459459459459,0.0033834954
0.2245745804483042,0.9459459459459459,0.0033819086
0.22595939443727261,0.9459459459459459,0.003353329
0.2260063372843563,0.9459459459459459,0.0033529766
0.22795446543832884,0.9459459459459459,0.0033078524
0.22800140828541252,0.9459459459459459,0.0033070366
0.23055979345147284,0.9459459459459459,0.0032428596
0.23060673629855652,0.9459459459459459,0.0032413693
0.24100457692759067,0.9459459459459459,0.0030024855
0.24105151977467434,0.9459459459459459,0.0030020284
0.24123929116300905,0.9459459459459459,0.0030003279
0.24128623401009272,0.9459459459459459,0.0030003265
0.2448069475413684,0.9459459459459459,0.0029248747
0.24485389038845207,0.9459459459459459,0.002924865
0.24663771857763173,0.9459459459459459,0.0028873794
0.2466846614247154,0.9459459459459459,0.0028871228
0.24750616124867975,0.9459459459459459,0.0028738219
0.24755310409576342,0.9459459459459459,0.0028726072
0.2486562610022298,0.9459459459459459,0.002855248
0.2487266752728553,0.9459459459459459,0.0028542234
0.250651332003286,0.9459459459459459,0.002811479
0.2507217462739115,0.9459459459459459,0.002811217
0.2511442318976646,0.9459459459459459,0.0028046253
0.2511911747447483,0.9459459459459459,0.0028037294
0.25942964440793337,0.9459459459459459,0.0026572328
0.25947658725501704,0.9459459459459459,0.0026569308
0.2611430583264875,0.9459459459459459,0.002623827
0.2611430583264875,0.9594594594594594,0.0026235152
0.2624105151977467,0.9594594594594594,0.0026083123
0.2624574580448304,0.9594594594594594,0.002607971
0.26508625748151626,0.9594594594594594,0.002560279
0.26513320032859994,0.9594594594594594,0.0025597457
0.2688416852482103,0.9594594594594594,0.0024963133
0.26888862809529396,0.9594594594594594,0.0024956935
0.27135312756718694,0.9594594594594594,0.0024523258
0.2714000704142706,0.9594594594594594,0.0024518045
0.2715174275319798,0.9594594594594594,0.0024501535
0.2715643703790635,0.9594594594594594,0.0024497397
0.27203379884990025,0.9594594594594594,0.0024435786
0.27208074169698393,0.9594594594594594,0.0024435194
0.27299612721511557,0.9594594594594594,0.0024265724
0.2730665414857411,0.9594594594594594,0.0024261777
0.273230841450534,0.9594594594594594,0.0024229253
0.2733012557211595,0.9594594594594594,0.0024226557
0.27503814106325547,0.9594594594594594,0.0023950543
0.27508508391033915,0.9594594594594594,0.002394765
0.2766107264405586,0.9594594594594594,0.00237412
0.2766576692876423,0.9594594594594594,0.0023738795
0.2814927825372609,0.9594594594594594,0.0022950189
0.28158666823142825,0.9594594594594594,0.0022936622
0.281915268161014,0.9594594594594594,0.002287849
0.28196221100809765,0.9594594594594594,0.0022875085
0.2822673395141415,0.9594594594594594,0.0022835657
0.2823142823612252,0.9594594594594594,0.0022821506
0.28233775378476705,0.9594594594594594,0.0022820833
0.28238469663185073,0.9594594594594594,0.002282081
0.28257246802018543,0.9594594594594594,0.0022802134
0.2826194108672691,0.9594594594594594,0.0022799606
0.2852247388804131,0.9594594594594594,0.002242612
0.2852951531510386,0.9594594594594594,0.0022422823
0.2860227672808356,0.9594594594594594,0.00223276
0.28606971012791926,0.9594594594594594,0.0022326007
0.29158549466025113,0.9594594594594594,0.0021641098
0.2916324375073348,0.9594594594594594,0.0021640984
0.2937918084731839,0.9594594594594594,0.0021380098
0.2938387513202676,0.9594594594594594,0.002137896
0.2974298791221688,0.9594594594594594,0.0020940227
0.29747682196925246,0.9594594594594594,0.0020937198
0.3002699213707311,0.9594594594594594,0.0020581314
0.30034033564135665,0.9594594594594594,0.0020580746
0.3012322497359465,0.9594594594594594,0.0020448586
0.30127919258303015,0.9594594594594594,0.0020444987
0.3040018777138834,0.9594594594594594,0.0020110023
0.30404882056096705,0.9594594594594594,0.002010521
0.30724093416265696,0.9594594594594594,0.0019691705
0.30728787700974064,0.9594594594594594,0.0019689314
0.3092125337401713,0.9594594594594594,0.0019471035
0.309259476587255,0.9594594594594594,0.0019469925
0.3128036615420725,0.9594594594594594,0.0019075613
0.3128506043891562,0.9594594594594594,0.0019074478
0.3141415326839573,0.9594594594594594,0.001895516
0.31418847553104096,0.9594594594594594,0.0018955148
0.31472831827250325,0.9594594594594594,0.0018886046
0.3147752611195869,0.9594594594594594,0.001888432
0.3152212181668818,0.9594594594594594,0.001884415
0.3152681610139655,0.9594594594594594,0.0018842384
0.3163243750733482,0.9594594594594594,0.0018732116
0.3163713179204319,0.9594594594594594,0.0018723514
0.31853068888628094,0.9594594594594594,0.0018466894
0.3185776317333646,0.9594594594594594,0.001846612
0.31963384579274734,0.9594594594594594,0.0018368957
0.319680788639831,0.9594594594594594,0.0018363966
0.3212299025935923,0.9594594594594594,0.0018230592
0.321276845440676,0.9594594594594594,0.0018229593
0.32219223095880767,0.9594594594594594,0.0018128295
0.32226264522943315,0.9594594594594594,0.0018126045
0.32381175918319444,0.9594594594594594,0.0017947142
0.3238587020302781,0.9594594594594594,0.0017946997
0.3251965731721629,0.9594594594594594,0.0017806318
0.32524351601924656,0.9594594594594594,0.0017803014
0.3266987442788405,0.9594594594594594,0.0017670996
0.32674568712592417,0.9594594594594594,0.0017668222
0.32766107264405586,0.9594594594594594,0.001757473
0.3277314869146814,0.9594594594594594,0.0017573199
0.32822438680905996,0.9594594594594594,0.0017522657
0.32827132965614364,0.9594594594594594,0.0017511643
0.3294449008332355,0.9594594594594594,0.0017370493
0.3294918436803192,0.9594594594594594,0.0017365995
0.33101748621053867,0.9594594594594594,0.001724523
0.33106442905762234,0.9594594594594594,0.0017242997
0.33261354301138363,0.9594594594594594,0.0017094819
0.33268395728200917,0.9594594594594594,0.0017090889
0.3343973712005633,0.9594594594594594,0.0016940701
0.33444431404764696,0.9594594594594594,0.0016939637
0.3348198568243164,0.9594594594594594,0.0016893897
0.3348667996714001,0.9594594594594594,0.001689376
0.3353831709893205,0.9594594594594594,0.0016853854
0.3354301138364042,0.9594594594594594,0.0016851262
0.3358291280366154,0.9594594594594594,0.0016816021
0.3358760708836991,0.9594594594594594,0.0016809801
0.33704964206079097,0.9594594594594594,0.0016717368
0.3371200563314165,0.9594594594594594,0.0016717168
0.3393967844149748,0.9594594594594594,0.0016519253
0.33944372726205846,0.9594594594594594,0.0016516895
0.3395610843797676,0.9594594594594594,0.0016492091
0.3396080272268513,0.9594594594594594,0.0016491705
0.34007745569768805,0.9594594594594594,0.0016467151
0.3401243985447717,0.9594594594594594,0.0016466108
0.3431522121816688,0.9594594594594594,0.0016239277
0.3431991550287525,0.9594594594594594,0.0016238025
0.34533505457105973,0.9594594594594594,0.0016013867
0.3453819974181434,0.9594594594594594,0.00160119
0.3478230254664945,0.9594594594594594,0.0015810851
0.3478699683135782,0.9594594594594594,0.0015809701
0.3481516253960803,0.9594594594594594,0.0015778932
0.348198568243164,0.9594594594594594,0.0015776993
0.34918436803192116,0.9594594594594594,0.0015690074
0.34923131087900483,0.9594594594594594,0.0015689699
0.34925478230254664,0.9594594594594594,0.0015688513
0.3493017251496303,0.9594594594594594,0.0015687003
0.34937213942025586,0.9594594594594594,0.0015684786
0.34941908226733953,0.9594594594594594,0.0015684734
0.350217110667762,0.9594594594594594,0.0015629824
0.3502640535148457,0.9594594594594594,0.0015622296
0.35124985330360287,0.9594594594594594,0.0015552901
0.35132026757422835,0.9594594594594594,0.0015550954
0.35359699565778663,0.9594594594594594,0.0015365112
0.3536439385048703,0.9594594594594594,0.00153649
0.354559324023002,0.9594594594594594,0.0015295023
0.3546062668700857,0.9594594594594594,0.001529302
0.35843210890740523,0.9594594594594594,0.0014996442
0.3584790517544889,0.9594594594594594,0.0014992637
0.3594179086961624,0.9594594594594594,0.0014927456
0.3594648515432461,0.9594594594594594,0.001492489
0.36068536556742165,0.9594594594594594,0.0014826596
0.3607323084145053,0.9594594594594594,0.0014825142
0.3610843797676329,0.9594594594594594,0.0014794483
0.3611313226147166,0.9594594594594594,0.001479332
0.36404177913390445,0.9594594594594594,0.0014560741
0.36408872198098813,0.9594594594594594,0.0014557227
0.3657786644760005,0.9594594594594594,0.0014451321
0.36582560732308417,0.9594594594594594,0.001445071
0.36587255017016784,0.9594594594594594,0.0014448514
0.3659664358643352,0.9594594594594594,0.0014442847
0.37110667761999766,0.9594594594594594,0.0014062464
0.371200563314165,0.9594594594594594,0.0014060423
0.37131792043187417,0.9594594594594594,0.0014052491
0.37136486327895785,0.9594594594594594,0.0014050605
0.37246802018542424,0.9594594594594594,0.001396014
0.3725149630325079,0.9594594594594594,0.001395941
0.3725619058795916,0.9594594594594594,0.0013956717
0.37260884872667527,0.9594594594594594,0.0013956353
0.37788991902358876,0.9594594594594594,0.0013612676
0.3779603332942143,0.9594594594594594,0.0013612224
0.3795094472479756,0.9594594594594594,0.0013520309
0.37955639009505926,0.9594594594594594,0.0013520225
0.3796972186363103,0.9594594594594594,0.001351265
0.37974416148339396,0.9594594594594594,0.0013512141
0.3811289754723624,0.9594594594594594,0.001341312
0.3811993897429879,0.9594594594594594,0.0013412775
0.38331181786175333,0.9594594594594594,0.0013274066
0.383358760708837,0.9594594594594594,0.0013273989
0.3834291749794625,0.9594594594594594,0.0013268605
0.38347611782654617,0.9594594594594594,0.0013267758
0.3837812463325901,0.9594594594594594,0.0013250962
0.38382818917967376,0.9594594594594594,0.0013250079
0.3864569886163596,0.9594594594594594,0.0013088526
0.38650393146344325,0.9594594594594594,0.0013085321
0.3888745452411689,0.9594594594594594,0.0012932356
0.3890153737824199,0.9594594594594594,0.0012931728
0.39058795915972305,0.9594594594594594,0.0012813031
0.39063490200680673,0.9594594594594594,0.0012812548
0.3927473301255721,0.9594594594594594,0.0012684804
0.3927942729726558,0.9594594594594594,0.0012684544
0.39779368618706723,0.9594594594594594,0.0012413138
0.3978406290341509,0.9594594594594594,0.0012412748
0.39786410045769277,0.9594594594594594,0.0012412606
0.39791104330477645,0.9594594594594594,0.001241085
0.3981457575401948,0.9594594594594594,0.0012396578
0.3981927003872785,0.9594594594594594,0.0012394299
0.3982396432343622,0.9594594594594594,0.0012393721
0.39828658608144585,0.9594594594594594,0.0012393709
0.398990728787701,0.9594594594594594,0.0012359904
0.39903767163478465,0.9594594594594594,0.0012356915
0.399131557328952,0.9594594594594594,0.0012346944
0.39922544302311935,0.9594594594594594,0.0012345032
0.40354418495481753,0.9594594594594594,0.0012099001
0.4035911278019012,0.9594594594594594,0.0012096922
0.4043891562023237,0.9594594594594594,0.0012056552
0.40443609904940736,0.9594594594594594,0.0012056225
0.4065719985917146,0.9594594594594594,0.0011912782
0.4066189414387983,0.9594594594594594,0.0011910604
0.4077690411923483,0.9594594594594594,0.0011847307
0.407815984039432,0.9594594594594594,0.0011846337
0.4090599694871494,0.9594594594594594,0.0011780076
0.4091069123342331,0.9594594594594594,0.0011780002
0.4098110550404882,0.9594594594594594,0.0011742947
0.4098579978875719,0.9594594594594594,0.0011741705
0.410421312052576,0.9594594594594594,0.0011713415
0.41046825489965966,0.9594594594594594,0.0011712388
0.4118530688886281,0.9594594594594594,0.0011635282
0.4119234831592536,0.9594594594594594,0.0011632473
0.41302664006572,0.9594594594594594,0.0011573976
0.41307358291280366,0.9594594594594594,0.0011572681
0.4135430113836404,0.9594594594594594,0.0011556074
0.4135899542307241,0.9594594594594594,0.0011554791
